aset,bset,class,conf,meas
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.5,3.62
FOREIGN_WORKER=yes,PURPOSE=new_car SAVINGS_STATUS=lt_100 EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.45,3.62
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.22,3.61
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=gt_2d8 PROPERTY_MAGNITUDE=real_estate JOB=skilled,CREDIT=bad,0.41,3.61
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 PROPERTY_MAGNITUDE=real_estate OWN_TELEPHONE=none,CREDIT=bad,0.39,3.6
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none HOUSING=own OWN_TELEPHONE=none,CREDIT=bad,0.27,3.6
FOREIGN_WORKER=yes,DURATION=le_17d6 PURPOSE=new_car HOUSING=own,CREDIT=bad,0.3,3.6
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 AGE=from_30d2_le_41d4 OWN_TELEPHONE=none,CREDIT=bad,0.9,3.6
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PURPOSE=furniture_or_equipment EMPLOYMENT=from_1_lt_4 AGE=le_30d2,CREDIT=bad,0.62,3.59
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.32,3.58
FOREIGN_WORKER=yes,EXISTING_CREDITS=from_1d6_le_2d2 OWN_TELEPHONE=none,CREDIT=bad,0.29,3.58
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.35,3.58
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.51,3.58
FOREIGN_WORKER=yes,RESIDENCE_SINCE=gt_2d8 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.27,3.57
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 AGE=from_30d2_le_41d4 OWN_TELEPHONE=none,CREDIT=bad,0.39,3.57
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PROPERTY_MAGNITUDE=car OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=yes,CREDIT=bad,0.55,3.57
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.59,3.57
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 OTHER_PAYMENT_PLANS=none HOUSING=own,CREDIT=bad,0.23,3.57
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 HOUSING=rent,CREDIT=bad,0.71,3.57
FOREIGN_WORKER=yes,PURPOSE=new_car SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.44,3.56
FOREIGN_WORKER=yes,DURATION=le_17d6 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.22,3.56
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.27,3.55
FOREIGN_WORKER=yes,OTHER_PAYMENT_PLANS=none JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.27,3.55
FOREIGN_WORKER=yes,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 OWN_TELEPHONE=none,CREDIT=bad,0.39,3.55
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.7,3.54
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid EMPLOYMENT=lt_1 AGE=le_30d2 OWN_TELEPHONE=none,CREDIT=bad,0.48,3.54
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car EMPLOYMENT=from_1_lt_4 AGE=le_30d2,CREDIT=bad,0.78,3.53
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2 JOB=unskilled_resident NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.78,3.53
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PURPOSE=new_car EMPLOYMENT=from_1_lt_4 AGE=le_30d2,CREDIT=bad,0.78,3.53
FOREIGN_WORKER=yes,AGE=le_30d2 OTHER_PAYMENT_PLANS=none HOUSING=own,CREDIT=bad,0.32,3.53
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=from_38848d8_le_7519d6 RESIDENCE_SINCE=gt_2d8 AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.58,3.52
FOREIGN_WORKER=yes,AGE=le_30d2 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.35,3.52
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=real_estate JOB=skilled,CREDIT=bad,0.66,3.52
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=real_estate JOB=skilled,CREDIT=bad,0.66,3.52
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.58,3.52
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PURPOSE=furniture_or_equipment HOUSING=rent JOB=skilled,CREDIT=bad,0.44,3.52
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.61,3.51
FOREIGN_WORKER=yes,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.43,3.51
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 OWN_TELEPHONE=none,CREDIT=bad,0.26,3.5
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid SAVINGS_STATUS=lt_100 EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.71,3.5
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 OTHER_PAYMENT_PLANS=none HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.5,3.5
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.58,3.5
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=le_17d6 PURPOSE=new_car SAVINGS_STATUS=lt_100,CREDIT=bad,0.5,3.5
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.41,3.5
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 HOUSING=own EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.35,3.5
FOREIGN_WORKER=yes,AGE=le_30d2 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.34,3.49
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 HOUSING=own,CREDIT=bad,0.56,3.49
FOREIGN_WORKER=yes,PURPOSE=new_car SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.58,3.49
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 OTHER_PAYMENT_PLANS=none JOB=skilled,CREDIT=bad,0.23,3.49
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.31,3.48
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none JOB=skilled,CREDIT=bad,0.39,3.48
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=from_1_lt_4 PROPERTY_MAGNITUDE=real_estate OWN_TELEPHONE=none,CREDIT=bad,0.4,3.48
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 PROPERTY_MAGNITUDE=real_estate OWN_TELEPHONE=none,CREDIT=bad,0.4,3.48
FOREIGN_WORKER=yes,HOUSING=own JOB=skilled,CREDIT=bad,0.24,3.48
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.34,3.48
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid AGE=le_30d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.34,3.48
FOREIGN_WORKER=yes,PURPOSE=new_car SAVINGS_STATUS=lt_100 AGE=from_30d2_le_41d4 OWN_TELEPHONE=none,CREDIT=bad,0.43,3.47
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car EXISTING_CREDITS=from_1d6_le_2d2 OWN_TELEPHONE=none,CREDIT=bad,0.57,3.47
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 HOUSING=own,CREDIT=bad,0.49,3.47
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 OTHER_PAYMENT_PLANS=none HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.2,3.46
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 AGE=from_30d2_le_41d4,CREDIT=bad,0.28,3.46
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid AGE=le_30d2 HOUSING=own,CREDIT=bad,0.34,3.45
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=gt_2d8 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.34,3.45
FOREIGN_WORKER=yes,EXISTING_CREDITS=le_1d6 JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.31,3.45
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=furniture_or_equipment EMPLOYMENT=from_1_lt_4 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.55,3.44
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 AGE=le_30d2,CREDIT=bad,0.76,3.44
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid HOUSING=own NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.31,3.43
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8 HOUSING=rent,CREDIT=bad,0.62,3.43
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.68,3.43
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none HOUSING=own,CREDIT=bad,0.28,3.43
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.37,3.43
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_HISTORY=existing_paid OWN_TELEPHONE=none,CREDIT=bad,0.26,3.43
FOREIGN_WORKER=yes,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 AGE=from_30d2_le_41d4,CREDIT=bad,0.42,3.42
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.57,3.42
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.34,3.42
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.34,3.42
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8 PROPERTY_MAGNITUDE=real_estate EXISTING_CREDITS=le_1d6,CREDIT=bad,0.55,3.42
FOREIGN_WORKER=yes,AGE=le_30d2 HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.34,3.42
FOREIGN_WORKER=yes,HOUSING=own EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.31,3.42
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.61,3.42
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.34,3.41
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid AGE=le_30d2 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.34,3.41
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.33,3.41
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.56,3.41
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid PROPERTY_MAGNITUDE=real_estate NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.63,3.41
FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.48,3.41
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.56,3.4
PERSONAL_STATUS=female_div_sep_mar,AGE=le_30d2 OTHER_PAYMENT_PLANS=none JOB=unskilled_resident NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.52,3.4
FOREIGN_WORKER=yes,EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.28,3.4
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=from_1d6_le_2d2 AGE=le_30d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.42,3.4
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 AGE=le_30d2,CREDIT=bad,0.33,3.38
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.56,3.38
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.43,3.38
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=le_17d6 EMPLOYMENT=lt_1 OWN_TELEPHONE=none,CREDIT=bad,0.4,3.37
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=from_1d6_le_2d2 AGE=le_30d2,CREDIT=bad,0.42,3.37
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid PURPOSE=new_car OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.75,3.37
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.22,3.37
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=from_1d6_le_2d2 OWN_TELEPHONE=none,CREDIT=bad,0.33,3.37
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 RESIDENCE_SINCE=gt_2d8 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.48,3.37
FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=life_insurance OWN_TELEPHONE=none,CREDIT=bad,0.42,3.36
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 AGE=from_30d2_le_41d4 OWN_TELEPHONE=none,CREDIT=bad,0.37,3.36
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.4,3.36
FOREIGN_WORKER=yes,PURPOSE=new_car HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.48,3.36
FOREIGN_WORKER=yes,PURPOSE=new_car EMPLOYMENT=from_1_lt_4,CREDIT=bad,0.37,3.35
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 OWN_TELEPHONE=none,CREDIT=bad,0.83,3.35
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.2,3.34
FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 AGE=from_30d2_le_41d4,CREDIT=bad,0.27,3.34
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.55,3.34
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.38,3.33
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.35,3.33
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8,CREDIT=bad,0.22,3.33
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid AGE=le_30d2 OTHER_PAYMENT_PLANS=none HOUSING=own,CREDIT=bad,0.33,3.33
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PROPERTY_MAGNITUDE=real_estate OWN_TELEPHONE=none,CREDIT=bad,0.76,3.33
FOREIGN_WORKER=yes,PURPOSE=new_car SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 AGE=from_30d2_le_41d4,CREDIT=bad,0.55,3.33
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 RESIDENCE_SINCE=gt_2d8 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.51,3.32
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 HOUSING=rent,CREDIT=bad,0.36,3.32
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 AGE=le_30d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.41,3.31
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2,CREDIT=bad,0.73,3.31
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2,CREDIT=bad,0.73,3.31
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 EXISTING_CREDITS=from_1d6_le_2d2 OWN_TELEPHONE=none,CREDIT=bad,0.55,3.31
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 AGE=from_30d2_le_41d4,CREDIT=bad,0.55,3.31
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 OWN_TELEPHONE=none,CREDIT=bad,0.36,3.31
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 EMPLOYMENT=from_1_lt_4 PROPERTY_MAGNITUDE=real_estate,CREDIT=bad,0.45,3.31
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.23,3.3
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 EXISTING_CREDITS=from_1d6_le_2d2 OWN_TELEPHONE=none,CREDIT=bad,0.27,3.3
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.41,3.3
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2 JOB=unskilled_resident,CREDIT=bad,0.73,3.3
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2 JOB=unskilled_resident,CREDIT=bad,0.73,3.3
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.55,3.3
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=no_checking CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.21,3.29
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.9,3.29
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.9,3.29
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.36,3.28
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=from_1d6_le_2d2 HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.36,3.28
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=no_checking OTHER_PAYMENT_PLANS=none JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.14,3.28
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.54,3.28
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 HOUSING=own EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.25,3.28
FOREIGN_WORKER=yes,NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.31,3.28
FOREIGN_WORKER=yes,DURATION=le_17d6,CREDIT=bad,0.21,3.27
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid,CREDIT=bad,0.32,3.27
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car SAVINGS_STATUS=lt_100 EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.54,3.27
FOREIGN_WORKER=yes,AGE=le_30d2 OTHER_PAYMENT_PLANS=none HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.32,3.26
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid PURPOSE=new_car CREDIT_AMOUNT=le_38848d8,CREDIT=bad,0.7,3.26
PERSONAL_STATUS=female_div_sep_mar,DURATION=le_17d6 EMPLOYMENT=lt_1 OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.34,3.26
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 RESIDENCE_SINCE=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.54,3.26
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 AGE=le_30d2 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.4,3.26
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid JOB=skilled,CREDIT=bad,0.32,3.26
PERSONAL_STATUS=female_div_sep_mar,RESIDENCE_SINCE=gt_2d8 PROPERTY_MAGNITUDE=real_estate JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.4,3.25
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.34,3.25
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 PROPERTY_MAGNITUDE=real_estate NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.4,3.25
FOREIGN_WORKER=yes,AGE=le_30d2 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.36,3.25
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.25,3.25
