aset,bset,class,conf,measure
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.65,1.77
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 EMPLOYMENT=lt_1 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.78,1.76
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.58,1.76
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PURPOSE=new_car RESIDENCE_SINCE=gt_2d8 AGE=le_30d2,CREDIT=bad,0.68,1.76
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car RESIDENCE_SINCE=gt_2d8 AGE=le_30d2,CREDIT=bad,0.68,1.76
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 HOUSING=rent NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.58,1.76
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 HOUSING=rent JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.58,1.76
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PROPERTY_MAGNITUDE=life_insurance JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.58,1.76
FOREIGN_WORKER=yes,PURPOSE=new_car PROPERTY_MAGNITUDE=life_insurance EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.58,1.75
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 HOUSING=rent,CREDIT=bad,0.58,1.75
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 SAVINGS_STATUS=lt_100 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.58,1.75
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 SAVINGS_STATUS=lt_100,CREDIT=bad,0.58,1.75
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.81,1.75
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=life_insurance NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.58,1.75
FOREIGN_WORKER=yes,PURPOSE=new_car OTHER_PAYMENT_PLANS=bank JOB=skilled,CREDIT=bad,0.87,1.75
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car SAVINGS_STATUS=lt_100 AGE=le_30d2 OWN_TELEPHONE=none,CREDIT=bad,0.73,1.74
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 HOUSING=rent,CREDIT=bad,0.57,1.73
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 OTHER_PAYMENT_PLANS=bank NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.57,1.73
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car AGE=le_30d2,CREDIT=bad,0.68,1.73
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PURPOSE=new_car AGE=le_30d2,CREDIT=bad,0.68,1.73
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car SAVINGS_STATUS=lt_100 AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.76,1.73
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=none HOUSING=rent,CREDIT=bad,0.57,1.73
FOREIGN_WORKER=yes,PURPOSE=new_car HOUSING=rent JOB=skilled,CREDIT=bad,0.57,1.73
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2,CREDIT=bad,0.78,1.72
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car AGE=le_30d2,CREDIT=bad,0.78,1.72
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car AGE=le_30d2,CREDIT=bad,0.78,1.72
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.78,1.72
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid EMPLOYMENT=from_1_lt_4 OWN_TELEPHONE=none,CREDIT=bad,0.68,1.71
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 RESIDENCE_SINCE=from_1d6_le_2d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.57,1.71
FOREIGN_WORKER=yes,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=bank,CREDIT=bad,0.85,1.71
FOREIGN_WORKER=yes,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 HOUSING=rent JOB=skilled,CREDIT=bad,0.57,1.71
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 OWN_TELEPHONE=none,CREDIT=bad,0.8,1.71
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 JOB=skilled,CREDIT=bad,0.57,1.71
FOREIGN_WORKER=yes,PURPOSE=new_car OTHER_PAYMENT_PLANS=bank JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.85,1.71
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 AGE=from_30d2_le_41d4 JOB=skilled,CREDIT=bad,0.85,1.71
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2 HOUSING=own,CREDIT=bad,0.78,1.7
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 OTHER_PAYMENT_PLANS=bank NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.56,1.7
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.56,1.7
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=gt_2d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.56,1.69
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid PURPOSE=new_car PROPERTY_MAGNITUDE=life_insurance NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.56,1.69
FOREIGN_WORKER=yes,PURPOSE=new_car SAVINGS_STATUS=lt_100 HOUSING=rent,CREDIT=bad,0.56,1.69
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.56,1.69
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.64,1.69
FOREIGN_WORKER=yes,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 OTHER_PAYMENT_PLANS=bank JOB=skilled,CREDIT=bad,0.84,1.69
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car RESIDENCE_SINCE=from_1d6_le_2d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.84,1.69
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PROPERTY_MAGNITUDE=life_insurance JOB=skilled,CREDIT=bad,0.56,1.69
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car OWN_TELEPHONE=none,CREDIT=bad,0.8,1.68
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 HOUSING=rent JOB=skilled,CREDIT=bad,0.56,1.68
FOREIGN_WORKER=yes,PURPOSE=new_car SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=bank,CREDIT=bad,0.84,1.68
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.56,1.68
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=gt_2d8 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.64,1.68
FOREIGN_WORKER=yes,PURPOSE=new_car EXISTING_CREDITS=from_1d6_le_2d2 JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.56,1.68
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 AGE=le_30d2 HOUSING=rent JOB=skilled,CREDIT=bad,0.56,1.68
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 RESIDENCE_SINCE=gt_2d8 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.6,1.66
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 JOB=high_qualif_or_self_emp_or_mgmt,CREDIT=bad,0.78,1.66
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 PROPERTY_MAGNITUDE=car AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.66,1.66
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car SAVINGS_STATUS=lt_100 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.66,1.66
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.55,1.66
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 AGE=le_30d2 HOUSING=rent,CREDIT=bad,0.66,1.66
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=from_0_lt_200 AGE=le_30d2 HOUSING=rent,CREDIT=bad,0.66,1.66
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent EXISTING_CREDITS=le_1d6,CREDIT=bad,0.66,1.66
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car AGE=le_30d2 HOUSING=own,CREDIT=bad,0.7,1.66
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PURPOSE=new_car AGE=le_30d2 HOUSING=own,CREDIT=bad,0.7,1.66
FOREIGN_WORKER=yes,PURPOSE=new_car SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.55,1.66
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.92,1.66
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.92,1.66
FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.55,1.65
FOREIGN_WORKER=yes,PURPOSE=new_car PROPERTY_MAGNITUDE=life_insurance NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.55,1.65
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.73,1.65
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EXISTING_CREDITS=from_1d6_le_2d2 JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.55,1.65
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 PURPOSE=new_car RESIDENCE_SINCE=from_1d6_le_2d2 OWN_TELEPHONE=none,CREDIT=bad,0.82,1.64
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8,CREDIT=bad,0.7,1.64
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PROPERTY_MAGNITUDE=life_insurance EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.54,1.64
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 RESIDENCE_SINCE=gt_2d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.54,1.63
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 HOUSING=rent,CREDIT=bad,0.54,1.63
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.54,1.63
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 AGE=from_30d2_le_41d4 OTHER_PAYMENT_PLANS=bank OWN_TELEPHONE=none,CREDIT=bad,0.54,1.63
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=gt_31d2 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.78,1.63
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.78,1.63
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid SAVINGS_STATUS=lt_100 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.54,1.63
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PURPOSE=new_car AGE=le_30d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.64,1.62
PERSONAL_STATUS=female_div_sep_mar,AGE=le_30d2 HOUSING=rent EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.65,1.62
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=from_1d6_le_2d2 OWN_TELEPHONE=yes,CREDIT=bad,0.73,1.62
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.78,1.62
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 OTHER_PAYMENT_PLANS=bank,CREDIT=bad,0.54,1.62
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.72,1.62
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.53,1.61
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 RESIDENCE_SINCE=from_1d6_le_2d2 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.53,1.61
FOREIGN_WORKER=yes,PURPOSE=new_car SAVINGS_STATUS=lt_100 EMPLOYMENT=ge_7 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.53,1.61
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.61,1.6
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.53,1.6
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.7,1.6
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid PURPOSE=new_car CREDIT_AMOUNT=le_38848d8,CREDIT=bad,0.75,1.6
FOREIGN_WORKER=yes,PURPOSE=new_car PROPERTY_MAGNITUDE=life_insurance JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.53,1.6
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=gt_31d2 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.78,1.6
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.78,1.6
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=bank OWN_TELEPHONE=none,CREDIT=bad,0.53,1.6
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.8,1.6
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.69,1.6
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.8,1.6
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car AGE=le_30d2 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.65,1.59
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100,CREDIT=bad,0.65,1.59
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.7,1.59
FOREIGN_WORKER=yes,PURPOSE=new_car SAVINGS_STATUS=lt_100 EMPLOYMENT=ge_7,CREDIT=bad,0.53,1.59
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.63,1.59
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.69,1.59
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.69,1.59
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=lt_1 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.73,1.58
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 OWN_TELEPHONE=none,CREDIT=bad,0.7,1.58
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid SAVINGS_STATUS=lt_100,CREDIT=bad,0.52,1.58
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 PURPOSE=new_car NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.78,1.57
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=bank OWN_TELEPHONE=none,CREDIT=bad,0.52,1.57
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8,CREDIT=bad,0.78,1.57
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 EMPLOYMENT=from_1_lt_4 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.52,1.57
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 HOUSING=rent NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.6,1.57
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2 HOUSING=rent EXISTING_CREDITS=le_1d6,CREDIT=bad,0.6,1.57
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PURPOSE=new_car AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.66,1.57
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 AGE=from_30d2_le_41d4,CREDIT=bad,0.73,1.57
FOREIGN_WORKER=yes,PURPOSE=new_car SAVINGS_STATUS=lt_100 JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.52,1.57
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.78,1.57
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.78,1.57
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 JOB=skilled,CREDIT=bad,0.78,1.57
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=bank OWN_TELEPHONE=none,CREDIT=bad,0.52,1.56
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PURPOSE=new_car SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.81,1.56
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.52,1.56
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car AGE=le_30d2 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.65,1.55
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid SAVINGS_STATUS=lt_100 HOUSING=own,CREDIT=bad,0.51,1.55
FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=bank OWN_TELEPHONE=none,CREDIT=bad,0.51,1.55
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.51,1.55
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.77,1.55
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PURPOSE=furniture_or_equipment PROPERTY_MAGNITUDE=car AGE=le_30d2,CREDIT=bad,0.64,1.55
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.6,1.55
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.63,1.55
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.65,1.55
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.65,1.55
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.72,1.55
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=gt_31d2 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.72,1.55
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid HOUSING=rent JOB=skilled,CREDIT=bad,0.61,1.54
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CREDIT_HISTORY=all_paid,CREDIT=bad,0.75,1.54
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.68,1.54
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.63,1.54
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.72,1.54
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2 HOUSING=rent,CREDIT=bad,0.64,1.54
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2 HOUSING=rent,CREDIT=bad,0.64,1.54
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 PURPOSE=new_car,CREDIT=bad,0.51,1.53
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.66,1.53
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.73,1.53
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.65,1.53
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=yes,CREDIT=bad,0.7,1.52
